   ,Player                  ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA ,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
0  ,Álex Abrines            ,SG   ,24.0,OKC,75.0,8.0 ,15.1,1.5 ,3.9 ,0.395,1.1,2.9 ,0.38 ,0.4,0.9 ,0.443,0.54 ,0.5,0.6 ,0.848,0.3,1.2 ,1.5 ,0.4 ,0.5,0.1,0.3,1.7,4.7
1  ,Quincy Acy              ,PF   ,27.0,BRK,70.0,8.0 ,19.4,1.9 ,5.2 ,0.356,1.5,4.2 ,0.349,0.4,1.0 ,0.384,0.496,0.7,0.9 ,0.817,0.6,3.1 ,3.7 ,0.8 ,0.5,0.4,0.9,2.1,5.9
2  ,Steven Adams            ,C    ,24.0,OKC,76.0,76.0,32.7,5.9 ,9.4 ,0.629,0.0,0.0 ,0.0  ,5.9,9.3 ,0.631,0.629,2.1,3.8 ,0.559,5.1,4.0 ,9.0 ,1.2 ,1.2,1.0,1.7,2.8,13.9
3  ,Bam Adebayo             ,C    ,20.0,MIA,69.0,19.0,19.8,2.5 ,4.9 ,0.512,0.0,0.1 ,0.0  ,2.5,4.8 ,0.523,0.512,1.9,2.6 ,0.721,1.7,3.8 ,5.5 ,1.5 ,0.5,0.6,1.0,2.0,6.9
4  ,Arron Afflalo           ,SG   ,32.0,ORL,53.0,3.0 ,12.9,1.2 ,3.1 ,0.401,0.5,1.3 ,0.386,0.7,1.7 ,0.413,0.485,0.4,0.5 ,0.846,0.1,1.2 ,1.2 ,0.6 ,0.1,0.2,0.4,1.1,3.4
6  ,LaMarcus Aldridge       ,C    ,32.0,SAS,75.0,75.0,33.5,9.2 ,18.0,0.51 ,0.4,1.2 ,0.293,8.8,16.7,0.526,0.52 ,4.5,5.3 ,0.837,3.3,5.2 ,8.5 ,2.0 ,0.6,1.2,1.5,2.1,23.1
7  ,Jarrett Allen           ,C    ,19.0,BRK,72.0,31.0,20.0,3.3 ,5.5 ,0.589,0.1,0.2 ,0.333,3.2,5.3 ,0.599,0.596,1.6,2.0 ,0.776,2.0,3.4 ,5.4 ,0.7 ,0.4,1.2,1.1,2.0,8.2
8  ,Kadeem Allen            ,PG   ,25.0,BOS,18.0,1.0 ,5.9 ,0.3 ,1.2 ,0.273,0.0,0.6 ,0.0  ,0.3,0.6 ,0.545,0.273,0.4,0.5 ,0.778,0.2,0.4 ,0.6 ,0.7 ,0.2,0.1,0.5,0.8,1.1
9  ,Tony Allen              ,SF   ,36.0,NOP,22.0,0.0 ,12.4,2.0 ,4.1 ,0.484,0.2,0.5 ,0.333,1.8,3.6 ,0.506,0.505,0.5,1.0 ,0.524,0.9,1.2 ,2.1 ,0.4 ,0.5,0.1,0.9,2.2,4.7
10 ,Al-Farouq Aminu         ,PF   ,27.0,POR,69.0,67.0,30.0,3.3 ,8.4 ,0.395,1.8,4.9 ,0.369,1.5,3.5 ,0.432,0.503,0.9,1.2 ,0.738,1.4,6.2 ,7.6 ,1.2 ,1.1,0.6,1.1,2.0,9.3
11 ,Justin Anderson         ,SF   ,24.0,PHI,38.0,0.0 ,13.7,2.3 ,5.3 ,0.431,0.9,2.7 ,0.33 ,1.4,2.6 ,0.535,0.515,0.7,1.0 ,0.737,0.7,1.8 ,2.4 ,0.7 ,0.4,0.2,0.4,1.4,6.2
12 ,Kyle Anderson           ,SF   ,24.0,SAS,74.0,67.0,26.7,3.1 ,5.9 ,0.527,0.3,0.8 ,0.333,2.9,5.1 ,0.556,0.549,1.4,2.0 ,0.712,1.1,4.2 ,5.4 ,2.7 ,1.6,0.8,1.3,1.5,7.9
13 ,Ryan Anderson           ,PF   ,29.0,HOU,66.0,50.0,26.1,3.1 ,7.3 ,0.431,2.0,5.1 ,0.386,1.2,2.1 ,0.539,0.568,1.1,1.4 ,0.774,1.4,3.6 ,5.0 ,0.9 ,0.4,0.3,0.6,1.9,9.3
15 ,Giannis Antetokounmpo   ,PF   ,23.0,MIL,75.0,75.0,36.7,9.9 ,18.7,0.529,0.6,1.9 ,0.307,9.3,16.8,0.554,0.545,6.5,8.5 ,0.76 ,2.1,8.0 ,10.0,4.8 ,1.5,1.4,3.0,3.1,26.9
16 ,Carmelo Anthony         ,PF   ,33.0,OKC,78.0,78.0,32.1,6.1 ,15.0,0.404,2.2,6.1 ,0.357,3.9,8.9 ,0.437,0.476,1.9,2.5 ,0.767,0.9,4.9 ,5.8 ,1.3 ,0.6,0.6,1.3,2.5,16.2
17 ,OG Anunoby              ,SF   ,20.0,TOR,74.0,62.0,20.0,2.2 ,4.7 ,0.471,1.0,2.7 ,0.371,1.2,2.0 ,0.604,0.577,0.5,0.8 ,0.629,0.6,1.9 ,2.5 ,0.7 ,0.7,0.2,0.6,1.8,5.9
18 ,Ryan Arcidiacono        ,PG   ,23.0,CHI,24.0,0.0 ,12.7,0.7 ,1.7 ,0.415,0.4,1.3 ,0.29 ,0.3,0.4 ,0.8  ,0.524,0.2,0.3 ,0.833,0.0,1.0 ,1.0 ,1.5 ,0.5,0.0,0.5,0.8,2.0
19 ,Trevor Ariza            ,SF   ,32.0,HOU,67.0,67.0,33.9,4.0 ,9.7 ,0.412,2.5,6.9 ,0.368,1.5,2.8 ,0.519,0.542,1.1,1.3 ,0.854,0.5,3.9 ,4.4 ,1.6 ,1.5,0.2,0.8,2.0,11.7
21 ,Darrell Arthur          ,PF   ,29.0,DEN,19.0,1.0 ,7.4 ,1.2 ,2.5 ,0.468,0.4,1.2 ,0.348,0.7,1.3 ,0.583,0.553,0.1,0.2 ,0.667,0.2,0.6 ,0.8 ,0.5 ,0.4,0.2,0.8,1.2,2.8
22 ,Jamel Artis             ,SG   ,25.0,ORL,15.0,1.0 ,18.6,2.1 ,5.3 ,0.392,0.5,1.9 ,0.276,1.5,3.3 ,0.46 ,0.443,0.5,0.8 ,0.583,0.3,2.3 ,2.5 ,1.2 ,0.1,0.2,0.5,0.7,5.1
26 ,D.J. Augustin           ,PG   ,30.0,ORL,75.0,36.0,23.5,3.3 ,7.2 ,0.452,1.5,3.6 ,0.419,1.7,3.6 ,0.485,0.557,2.2,2.5 ,0.868,0.4,1.7 ,2.1 ,3.8 ,0.7,0.0,1.6,1.3,10.2
27 ,Luke Babbitt            ,SF   ,28.0,TOT,50.0,14.0,14.3,1.8 ,4.3 ,0.423,1.2,3.1 ,0.385,0.6,1.2 ,0.525,0.563,0.3,0.4 ,0.773,0.1,1.8 ,1.9 ,0.6 ,0.2,0.1,0.4,1.1,5.2
30 ,Dwayne Bacon            ,SG   ,22.0,CHO,53.0,6.0 ,13.5,1.4 ,3.6 ,0.375,0.2,0.8 ,0.256,1.2,2.8 ,0.409,0.404,0.4,0.5 ,0.8  ,0.1,2.3 ,2.3 ,0.7 ,0.3,0.0,0.4,0.9,3.3
31 ,Ron Baker               ,SG   ,24.0,NYK,29.0,1.0 ,13.3,0.7 ,2.0 ,0.339,0.4,1.1 ,0.333,0.3,0.9 ,0.346,0.432,0.7,0.9 ,0.769,0.2,0.9 ,1.0 ,1.6 ,0.9,0.2,0.6,1.1,2.4
32 ,Wade Baldwin            ,PG   ,21.0,POR,7.0 ,0.0 ,11.4,2.0 ,3.0 ,0.667,0.6,0.7 ,0.8  ,1.4,2.3 ,0.625,0.762,0.9,1.4 ,0.6  ,0.1,1.0 ,1.1 ,0.7 ,0.3,0.1,0.6,1.7,5.4
33 ,Lonzo Ball              ,PG   ,20.0,LAL,52.0,50.0,34.2,3.9 ,10.8,0.36 ,1.7,5.7 ,0.305,2.2,5.2 ,0.42 ,0.44 ,0.6,1.4 ,0.451,1.3,5.6 ,6.9 ,7.2 ,1.7,0.8,2.6,2.3,10.2
34 ,J.J. Barea              ,PG   ,33.0,DAL,69.0,10.0,23.2,4.4 ,10.0,0.439,1.7,4.5 ,0.367,2.7,5.5 ,0.499,0.522,1.2,1.5 ,0.784,0.2,2.7 ,2.9 ,6.3 ,0.5,0.0,2.1,1.2,11.6
35 ,Harrison Barnes         ,PF   ,25.0,DAL,77.0,77.0,34.2,7.0 ,15.7,0.445,1.5,4.3 ,0.357,5.4,11.4,0.478,0.494,3.4,4.1 ,0.827,1.0,5.1 ,6.1 ,2.0 ,0.6,0.2,1.5,1.2,18.9
36 ,Will Barton             ,SG   ,27.0,DEN,81.0,40.0,33.1,5.7 ,12.7,0.452,1.9,5.2 ,0.37 ,3.8,7.5 ,0.51 ,0.528,2.2,2.8 ,0.805,0.9,4.2 ,5.0 ,4.1 ,1.0,0.6,1.8,2.1,15.7
37 ,Nicolas Batum           ,SG   ,29.0,CHO,64.0,64.0,31.0,4.2 ,10.2,0.415,1.4,4.3 ,0.336,2.8,5.9 ,0.473,0.486,1.7,2.0 ,0.831,0.9,3.9 ,4.8 ,5.5 ,1.0,0.4,2.0,1.1,11.6
38 ,Jerryd Bayless          ,SG   ,29.0,PHI,39.0,11.0,23.7,2.8 ,6.7 ,0.416,1.4,3.7 ,0.37 ,1.4,3.0 ,0.474,0.519,0.9,1.1 ,0.795,0.4,1.7 ,2.1 ,1.4 ,0.6,0.2,1.2,2.3,7.9
39 ,Aron Baynes             ,C    ,31.0,BOS,81.0,67.0,18.3,2.6 ,5.5 ,0.471,0.0,0.3 ,0.143,2.6,5.2 ,0.487,0.474,0.7,1.0 ,0.756,1.6,3.8 ,5.4 ,1.1 ,0.3,0.6,1.0,2.5,6.0
40 ,Kent Bazemore           ,SG   ,28.0,ATL,65.0,65.0,27.5,4.4 ,10.4,0.42 ,1.7,4.2 ,0.394,2.7,6.2 ,0.438,0.5  ,2.5,3.1 ,0.796,0.4,3.4 ,3.8 ,3.5 ,1.5,0.7,2.4,2.3,12.9
41 ,Bradley Beal            ,SG   ,24.0,WAS,82.0,82.0,36.3,8.3 ,18.1,0.46 ,2.4,6.5 ,0.375,5.9,11.6,0.507,0.527,3.6,4.5 ,0.791,0.7,3.7 ,4.4 ,4.5 ,1.2,0.4,2.6,2.0,22.6
42 ,Malik Beasley           ,SG   ,21.0,DEN,62.0,0.0 ,9.4 ,1.2 ,2.9 ,0.41 ,0.5,1.3 ,0.341,0.7,1.5 ,0.469,0.489,0.4,0.5 ,0.667,0.2,0.9 ,1.1 ,0.5 ,0.2,0.1,0.4,0.6,3.2
43 ,Michael Beasley         ,PF   ,29.0,NYK,74.0,30.0,22.3,5.5 ,10.9,0.507,0.5,1.2 ,0.395,5.1,9.7 ,0.52 ,0.528,1.7,2.1 ,0.78 ,1.3,4.3 ,5.6 ,1.7 ,0.5,0.6,1.9,2.0,13.2
44 ,Marco Belinelli         ,SG   ,31.0,TOT,80.0,2.0 ,24.3,4.2 ,9.6 ,0.441,1.9,4.9 ,0.377,2.4,4.6 ,0.509,0.539,1.9,2.0 ,0.908,0.3,1.6 ,1.9 ,1.9 ,0.8,0.2,1.2,1.1,12.1
48 ,Jordan Bell             ,C    ,23.0,GSW,57.0,13.0,14.2,2.0 ,3.2 ,0.627,0.0,0.1 ,0.0  ,2.0,3.2 ,0.641,0.627,0.5,0.8 ,0.682,1.1,2.6 ,3.6 ,1.8 ,0.6,1.0,0.9,1.6,4.6
49 ,DeAndre' Bembry         ,SF   ,23.0,ATL,26.0,3.0 ,17.5,2.0 ,4.9 ,0.414,0.4,1.2 ,0.367,1.6,3.8 ,0.429,0.457,0.7,1.3 ,0.576,0.3,2.5 ,2.8 ,1.9 ,0.8,0.5,1.8,1.5,5.2
50 ,Dragan Bender           ,PF   ,20.0,PHO,82.0,37.0,25.2,2.3 ,5.9 ,0.386,1.4,3.9 ,0.366,0.8,2.0 ,0.426,0.508,0.5,0.6 ,0.765,0.5,3.9 ,4.4 ,1.6 ,0.3,0.6,1.4,2.0,6.5
51 ,Dāvis Bertāns           ,PF   ,25.0,SAS,77.0,10.0,14.1,2.1 ,4.8 ,0.44 ,1.2,3.3 ,0.373,0.9,1.5 ,0.588,0.568,0.5,0.6 ,0.816,0.2,1.8 ,2.0 ,1.0 ,0.3,0.4,0.5,1.2,5.9
52 ,Patrick Beverley        ,SG   ,29.0,LAC,11.0,11.0,30.4,4.4 ,10.8,0.403,2.2,5.5 ,0.4  ,2.2,5.4 ,0.407,0.504,1.3,1.5 ,0.824,1.5,2.6 ,4.1 ,2.9 ,1.7,0.5,2.3,3.1,12.2
54 ,Jabari Bird             ,SG   ,23.0,BOS,13.0,1.0 ,8.8 ,1.2 ,2.0 ,0.577,0.2,0.5 ,0.429,0.9,1.5 ,0.632,0.635,0.5,1.0 ,0.462,0.5,1.0 ,1.5 ,0.6 ,0.2,0.1,0.6,0.5,3.0
55 ,Bismack Biyombo         ,C    ,25.0,ORL,82.0,25.0,18.2,2.2 ,4.3 ,0.52 ,0.0,0.0 ,0.0  ,2.2,4.3 ,0.521,0.52 ,1.2,1.9 ,0.65 ,1.8,4.0 ,5.7 ,0.8 ,0.3,1.2,1.0,1.9,5.7
56 ,Nemanja Bjelica         ,PF   ,29.0,MIN,67.0,21.0,20.5,2.6 ,5.5 ,0.461,1.1,2.7 ,0.415,1.4,2.8 ,0.505,0.563,0.5,0.7 ,0.8  ,0.8,3.3 ,4.1 ,1.3 ,0.7,0.2,0.8,2.1,6.8
57 ,Tarik Black             ,C    ,26.0,HOU,51.0,2.0 ,10.5,1.5 ,2.5 ,0.591,0.0,0.2 ,0.091,1.5,2.3 ,0.638,0.594,0.6,1.2 ,0.46 ,1.2,2.0 ,3.2 ,0.3 ,0.4,0.6,0.7,2.1,3.5
58 ,Antonio Blakeney        ,SG   ,21.0,CHI,19.0,0.0 ,16.5,2.8 ,7.5 ,0.371,0.8,2.7 ,0.288,2.0,4.8 ,0.418,0.423,1.6,2.1 ,0.769,0.2,1.5 ,1.7 ,1.1 ,0.4,0.1,0.6,1.0,7.9
59 ,Eric Bledsoe            ,PG   ,28.0,TOT,74.0,74.0,31.4,6.3 ,13.4,0.473,1.7,4.9 ,0.347,4.6,8.5 ,0.545,0.536,3.4,4.3 ,0.795,0.7,3.1 ,3.8 ,5.0 ,2.0,0.6,2.9,2.5,17.7
62 ,Vander Blue             ,SG   ,25.0,LAL,5.0 ,0.0 ,9.0 ,0.2 ,1.0 ,0.2  ,0.0,0.4 ,0.0  ,0.2,0.6 ,0.333,0.2  ,0.2,0.4 ,0.5  ,0.0,0.2 ,0.2 ,0.6 ,0.2,0.0,0.6,0.4,0.6
63 ,Bogdan Bogdanović       ,SG   ,25.0,SAC,78.0,53.0,27.9,4.4 ,9.9 ,0.446,1.7,4.2 ,0.392,2.8,5.7 ,0.485,0.529,1.3,1.5 ,0.84 ,0.4,2.5 ,2.9 ,3.3 ,0.9,0.2,1.6,2.2,11.8
64 ,Bojan Bogdanović        ,SF   ,28.0,IND,80.0,80.0,30.8,5.1 ,10.7,0.474,1.9,4.8 ,0.402,3.1,5.8 ,0.534,0.565,2.2,2.6 ,0.868,0.4,3.0 ,3.4 ,1.5 ,0.7,0.1,1.3,1.6,14.3
66 ,Joel Bolomboy           ,PF   ,24.0,MIL,6.0 ,0.0 ,6.3 ,0.5 ,1.0 ,0.5  ,0.0,0.2 ,0.0  ,0.5,0.8 ,0.6  ,0.5  ,0.5,1.0 ,0.5  ,1.0,0.7 ,1.7 ,0.0 ,0.3,0.0,0.3,0.5,1.5
67 ,Devin Booker            ,SG   ,21.0,PHO,54.0,54.0,34.5,8.4 ,19.5,0.432,2.7,7.1 ,0.383,5.7,12.4,0.46 ,0.501,5.4,6.1 ,0.878,0.5,4.0 ,4.5 ,4.7 ,0.9,0.3,3.6,3.1,24.9
68 ,Trevor Booker           ,PF   ,30.0,TOT,68.0,7.0 ,17.0,2.6 ,5.0 ,0.516,0.1,0.5 ,0.242,2.5,4.6 ,0.545,0.528,1.0,1.4 ,0.71 ,1.7,3.0 ,4.7 ,1.2 ,0.4,0.3,0.9,1.8,6.3
74 ,Avery Bradley           ,SG   ,27.0,TOT,46.0,46.0,31.2,5.6 ,13.6,0.414,1.6,4.4 ,0.369,4.0,9.2 ,0.436,0.474,1.4,1.8 ,0.768,0.5,2.0 ,2.5 ,2.0 ,1.1,0.2,2.2,2.0,14.3
77 ,Tony Bradley            ,C    ,20.0,UTA,9.0 ,0.0 ,3.2 ,0.3 ,1.2 ,0.273,0.0,0.1 ,0.0  ,0.3,1.1 ,0.3  ,0.273,0.2,0.2 ,1.0  ,0.4,0.8 ,1.2 ,0.1 ,0.0,0.0,0.0,0.1,0.9
78 ,Corey Brewer            ,SF-SG,31.0,TOT,72.0,18.0,16.8,2.0 ,4.4 ,0.449,0.4,1.5 ,0.282,1.5,2.9 ,0.539,0.498,0.9,1.3 ,0.722,0.6,1.5 ,2.1 ,0.9 ,1.1,0.2,0.7,1.9,5.3
81 ,Malcolm Brogdon         ,PG   ,25.0,MIL,48.0,20.0,29.9,5.1 ,10.5,0.485,1.3,3.4 ,0.385,3.8,7.1 ,0.532,0.547,1.6,1.8 ,0.882,0.5,2.8 ,3.3 ,3.2 ,0.9,0.3,1.4,2.7,13.0
82 ,Aaron Brooks            ,PG   ,33.0,MIN,32.0,1.0 ,5.9 ,0.9 ,2.2 ,0.406,0.3,1.0 ,0.355,0.5,1.2 ,0.447,0.486,0.3,0.3 ,0.727,0.2,0.3 ,0.5 ,0.6 ,0.2,0.0,0.3,0.9,2.3
83 ,Dillon Brooks           ,SF   ,22.0,MEM,82.0,74.0,28.7,4.1 ,9.4 ,0.44 ,1.1,3.2 ,0.356,3.0,6.2 ,0.484,0.501,1.5,2.0 ,0.747,0.6,2.5 ,3.1 ,1.6 ,0.9,0.2,1.5,2.8,11.0
84 ,MarShon Brooks          ,SG   ,29.0,MEM,7.0 ,1.0 ,27.6,7.3 ,14.6,0.5  ,2.7,4.6 ,0.594,4.6,10.0,0.457,0.593,2.9,3.3 ,0.87 ,1.1,1.9 ,3.0 ,3.6 ,1.6,0.4,2.3,0.9,20.1
86 ,Bobby Brown             ,PG   ,33.0,HOU,20.0,0.0 ,5.8 ,1.0 ,2.9 ,0.328,0.6,2.0 ,0.275,0.4,0.9 ,0.444,0.422,0.1,0.1 ,0.5  ,0.0,0.4 ,0.4 ,0.6 ,0.2,0.0,0.5,0.3,2.5
87 ,Jaylen Brown            ,SG   ,21.0,BOS,70.0,70.0,30.7,5.3 ,11.5,0.465,1.7,4.4 ,0.395,3.6,7.1 ,0.507,0.54 ,2.1,3.3 ,0.644,0.9,4.0 ,4.9 ,1.6 ,1.0,0.4,1.8,2.6,14.5
88 ,Lorenzo Brown           ,PG   ,27.0,TOR,14.0,0.0 ,9.9 ,1.0 ,2.4 ,0.412,0.1,0.9 ,0.167,0.9,1.6 ,0.545,0.441,0.1,0.1 ,1.0  ,0.1,1.0 ,1.1 ,0.9 ,0.4,0.0,0.2,0.5,2.3
90 ,Sterling Brown          ,SG   ,22.0,MIL,54.0,4.0 ,14.4,1.5 ,3.8 ,0.4  ,0.6,1.7 ,0.352,0.9,2.1 ,0.439,0.478,0.4,0.4 ,0.875,0.5,2.1 ,2.6 ,0.5 ,0.6,0.2,0.5,1.5,4.0
92 ,Thomas Bryant           ,C    ,20.0,LAL,15.0,0.0 ,4.8 ,0.5 ,1.4 ,0.381,0.1,0.7 ,0.1  ,0.5,0.7 ,0.636,0.405,0.3,0.6 ,0.556,0.2,0.9 ,1.1 ,0.4 ,0.1,0.1,0.1,0.4,1.5
93 ,Reggie Bullock          ,SF   ,26.0,DET,62.0,52.0,27.9,4.3 ,8.8 ,0.489,2.0,4.5 ,0.445,2.3,4.3 ,0.536,0.603,0.6,0.8 ,0.796,0.4,2.0 ,2.5 ,1.5 ,0.8,0.2,0.8,1.1,11.3
94 ,Trey Burke              ,PG   ,25.0,NYK,36.0,9.0 ,21.8,5.4 ,10.7,0.503,1.1,2.9 ,0.362,4.3,7.8 ,0.556,0.552,1.0,1.6 ,0.649,0.4,1.6 ,2.0 ,4.7 ,0.7,0.1,1.2,1.2,12.8
95 ,Alec Burks              ,SG   ,26.0,UTA,64.0,1.0 ,16.5,2.7 ,6.5 ,0.411,0.7,2.2 ,0.331,1.9,4.3 ,0.452,0.467,1.7,1.9 ,0.863,0.3,2.7 ,3.0 ,1.0 ,0.6,0.1,0.9,1.2,7.7
96 ,Jimmy Butler            ,SG   ,28.0,MIN,59.0,59.0,36.7,7.4 ,15.6,0.474,1.2,3.4 ,0.35 ,6.2,12.2,0.509,0.512,6.2,7.2 ,0.854,1.3,4.0 ,5.3 ,4.9 ,2.0,0.4,1.8,1.3,22.2
97 ,Dwight Buycks           ,PG   ,28.0,DET,29.0,0.0 ,14.7,2.8 ,6.8 ,0.414,0.5,1.6 ,0.333,2.3,5.3 ,0.438,0.452,1.2,1.4 ,0.878,0.4,1.0 ,1.4 ,2.0 ,0.7,0.1,1.3,1.3,7.4
99 ,Bruno Caboclo           ,SF   ,22.0,TOT,12.0,0.0 ,8.9 ,0.8 ,2.6 ,0.29 ,0.3,1.4 ,0.176,0.5,1.2 ,0.429,0.339,0.4,0.5 ,0.833,0.6,1.3 ,1.8 ,0.3 ,0.3,0.3,0.3,0.7,2.2
102,José Calderón           ,PG   ,36.0,CLE,57.0,32.0,16.0,1.6 ,3.2 ,0.503,0.8,1.7 ,0.464,0.8,1.5 ,0.545,0.624,0.4,0.5 ,0.8  ,0.2,1.2 ,1.5 ,2.1 ,0.5,0.0,0.7,1.4,4.5
103,Kentavious Caldwell-Pope,SG   ,24.0,LAL,74.0,74.0,33.2,4.6 ,10.8,0.426,2.1,5.6 ,0.383,2.4,5.2 ,0.473,0.526,2.1,2.6 ,0.789,0.8,4.4 ,5.2 ,2.2 ,1.4,0.2,1.3,2.0,13.4
104,Isaiah Canaan           ,PG-SG,26.0,TOT,20.0,1.0 ,21.1,2.6 ,6.9 ,0.38 ,1.1,3.3 ,0.333,1.5,3.6 ,0.423,0.46 ,2.3,2.6 ,0.902,0.3,2.0 ,2.3 ,3.8 ,0.8,0.1,1.5,1.8,8.6
107,Clint Capela            ,C    ,23.0,HOU,74.0,74.0,27.5,6.0 ,9.1 ,0.652,0.0,0.0 ,0.0  ,6.0,9.1 ,0.653,0.652,1.9,3.5 ,0.56 ,3.3,7.6 ,10.8,0.9 ,0.8,1.9,1.4,2.5,13.9
108,DeMarre Carroll         ,PF   ,31.0,BRK,73.0,73.0,29.9,4.5 ,10.8,0.414,2.0,5.4 ,0.371,2.5,5.4 ,0.457,0.506,2.6,3.4 ,0.764,1.4,5.1 ,6.6 ,2.0 ,0.8,0.4,1.4,2.3,13.5
109,Vince Carter            ,SF   ,41.0,SAC,58.0,5.0 ,17.7,2.0 ,4.9 ,0.403,1.0,2.8 ,0.345,1.0,2.0 ,0.483,0.504,0.5,0.6 ,0.757,0.3,2.2 ,2.6 ,1.2 ,0.7,0.4,0.6,1.7,5.4
110,Michael Carter-Williams ,PG   ,26.0,CHO,52.0,2.0 ,16.1,1.5 ,4.4 ,0.332,0.3,1.1 ,0.237,1.2,3.3 ,0.365,0.362,1.4,1.7 ,0.82 ,0.7,1.9 ,2.7 ,2.2 ,0.8,0.4,1.0,1.9,4.6
111,Alex Caruso             ,PG   ,23.0,LAL,37.0,7.0 ,15.2,1.4 ,3.1 ,0.431,0.4,1.2 ,0.302,1.0,2.0 ,0.507,0.487,0.6,0.8 ,0.7  ,0.4,1.4 ,1.8 ,2.0 ,0.6,0.3,1.1,1.4,3.6
112,Omri Casspi             ,SF   ,29.0,GSW,53.0,7.0 ,14.0,2.3 ,3.9 ,0.58 ,0.2,0.4 ,0.455,2.1,3.5 ,0.595,0.604,0.9,1.3 ,0.725,0.6,3.2 ,3.8 ,1.0 ,0.3,0.4,0.7,1.3,5.7
113,Willie Cauley-Stein     ,C    ,24.0,SAC,73.0,58.0,28.0,5.3 ,10.6,0.502,0.0,0.2 ,0.25 ,5.3,10.4,0.506,0.504,2.1,3.4 ,0.619,1.8,5.2 ,7.0 ,2.4 ,1.1,0.9,1.5,2.5,12.8
114,Tyler Cavanaugh         ,PF   ,23.0,ATL,39.0,1.0 ,13.3,1.7 ,3.9 ,0.441,0.8,2.3 ,0.36 ,0.9,1.6 ,0.556,0.546,0.4,0.5 ,0.81 ,1.2,2.1 ,3.3 ,0.7 ,0.2,0.1,0.4,1.6,4.7
115,Mario Chalmers          ,PG   ,31.0,MEM,66.0,10.0,21.5,2.5 ,6.7 ,0.379,0.8,2.9 ,0.277,1.7,3.8 ,0.456,0.439,1.8,2.1 ,0.855,0.2,2.2 ,2.4 ,3.0 ,1.2,0.2,1.8,2.7,7.7
117,Wilson Chandler         ,SF   ,30.0,DEN,74.0,71.0,31.7,3.8 ,8.5 ,0.445,1.2,3.3 ,0.358,2.6,5.2 ,0.501,0.515,1.2,1.5 ,0.772,1.4,4.0 ,5.4 ,2.1 ,0.6,0.5,1.2,2.1,10.0
118,Marquese Chriss         ,PF   ,20.0,PHO,72.0,49.0,21.2,2.8 ,6.6 ,0.423,0.8,2.6 ,0.295,2.0,4.0 ,0.509,0.482,1.3,2.2 ,0.608,1.1,4.4 ,5.5 ,1.2 ,0.7,1.0,1.5,2.8,7.7
119,Ian Clark               ,SG   ,26.0,NOP,74.0,2.0 ,19.7,3.0 ,6.7 ,0.448,0.8,2.6 ,0.318,2.2,4.1 ,0.533,0.511,0.6,0.8 ,0.763,0.1,1.6 ,1.7 ,1.5 ,0.4,0.1,0.8,1.6,7.4
120,Jordan Clarkson         ,SG   ,25.0,TOT,81.0,2.0 ,23.3,5.3 ,11.8,0.451,1.4,3.9 ,0.352,3.9,7.9 ,0.5  ,0.509,1.9,2.3 ,0.8  ,0.7,2.0 ,2.7 ,2.7 ,0.7,0.1,1.6,1.3,13.9
123,Gian Clavell            ,SG   ,24.0,DAL,7.0 ,0.0 ,9.1 ,0.9 ,2.6 ,0.333,0.9,2.1 ,0.4  ,0.0,0.4 ,0.0  ,0.5  ,0.3,0.3 ,1.0  ,0.1,0.9 ,1.0 ,0.4 ,0.3,0.0,0.3,1.1,2.9
124,Antonius Cleveland      ,SG   ,23.0,TOT,17.0,0.0 ,7.2 ,0.5 ,1.2 ,0.381,0.2,0.2 ,0.75 ,0.3,1.0 ,0.294,0.452,0.2,0.4 ,0.667,0.2,0.6 ,0.8 ,0.1 ,0.4,0.3,0.4,1.4,1.4
128,John Collins            ,PF   ,20.0,ATL,74.0,26.0,24.1,4.2 ,7.4 ,0.576,0.2,0.6 ,0.34 ,4.0,6.7 ,0.598,0.591,1.8,2.5 ,0.715,2.4,4.9 ,7.3 ,1.3 ,0.6,1.1,1.4,2.9,10.5
129,Zach Collins            ,C    ,20.0,POR,66.0,1.0 ,15.8,1.7 ,4.4 ,0.398,0.5,1.7 ,0.31 ,1.2,2.7 ,0.455,0.458,0.4,0.6 ,0.643,0.7,2.7 ,3.3 ,0.8 ,0.3,0.5,0.9,2.0,4.4
130,Kyle Collinsworth       ,SF   ,26.0,DAL,32.0,2.0 ,15.0,1.2 ,3.1 ,0.384,0.1,0.5 ,0.235,1.1,2.6 ,0.415,0.404,0.7,1.3 ,0.525,1.0,2.3 ,3.3 ,1.8 ,0.5,0.3,0.8,1.4,3.2
131,Darren Collison         ,PG   ,30.0,IND,69.0,64.0,29.2,4.6 ,9.2 ,0.495,1.4,3.0 ,0.468,3.2,6.3 ,0.508,0.571,1.8,2.1 ,0.882,0.5,2.0 ,2.6 ,5.3 ,1.3,0.2,1.2,1.8,12.4
133,Mike Conley             ,PG   ,30.0,MEM,12.0,12.0,31.1,5.3 ,14.0,0.381,2.0,6.4 ,0.312,3.3,7.6 ,0.44 ,0.452,4.4,5.5 ,0.803,0.0,2.3 ,2.3 ,4.1 ,1.0,0.3,1.5,2.0,17.1
