   ,Player                ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
147,Goran Dragić          ,PG   ,26.0,PHO,77.0,77.0,33.5,5.2 ,11.8,0.443,1.1,3.6,0.319,4.1,8.2 ,0.497,0.491,3.2,4.2 ,0.748,0.8,2.3 ,3.1 ,7.4 ,1.6,0.3,2.8,2.8,14.7
148,Andre Drummond        ,C    ,19.0,DET,60.0,10.0,20.7,3.5 ,5.7 ,0.608,0.0,0.0,0.5  ,3.5,5.7 ,0.609,0.61 ,1.0,2.7 ,0.371,2.8,4.8 ,7.6 ,0.5 ,1.0,1.6,1.0,2.4,7.9
149,Jared Dudley          ,SF   ,27.0,PHO,79.0,50.0,27.5,4.0 ,8.5 ,0.468,1.3,3.4,0.391,2.6,5.0 ,0.52 ,0.547,1.6,2.1 ,0.796,1.0,2.1 ,3.1 ,2.6 ,0.9,0.1,1.3,1.6,10.9
150,Chris Duhon           ,PG   ,30.0,LAL,46.0,9.0 ,17.8,1.0 ,2.7 ,0.382,0.7,2.0,0.363,0.3,0.7 ,0.438,0.516,0.1,0.3 ,0.462,0.2,1.2 ,1.5 ,2.9 ,0.4,0.0,0.9,1.2,2.9
151,Tim Duncan*           ,C    ,36.0,SAS,69.0,69.0,30.1,7.1 ,14.1,0.502,0.0,0.1,0.286,7.1,14.0,0.504,0.503,3.6,4.3 ,0.817,1.8,8.1 ,9.9 ,2.7 ,0.7,2.7,2.1,1.7,17.8
152,Mike Dunleavy         ,SF   ,32.0,MIL,75.0,3.0 ,25.9,3.7 ,8.3 ,0.442,1.7,4.0,0.428,2.0,4.3 ,0.455,0.545,1.4,1.7 ,0.82 ,0.4,3.5 ,3.9 ,1.9 ,0.5,0.5,1.2,1.8,10.5
153,Kevin Durant          ,SF   ,24.0,OKC,81.0,81.0,38.5,9.0 ,17.7,0.51 ,1.7,4.1,0.416,7.3,13.6,0.539,0.559,8.4,9.3 ,0.905,0.6,7.3 ,7.9 ,4.6 ,1.4,1.3,3.5,1.8,28.1
155,Devin Ebanks          ,SF   ,23.0,LAL,19.0,3.0 ,10.4,1.3 ,3.8 ,0.329,0.3,1.2,0.273,0.9,2.7 ,0.353,0.37 ,0.6,0.7 ,0.786,0.5,1.6 ,2.2 ,0.5 ,0.2,0.1,0.6,1.2,3.4
156,Wayne Ellington       ,SG   ,25.0,TOT,78.0,21.0,21.3,2.9 ,6.8 ,0.427,1.2,3.1,0.392,1.7,3.7 ,0.457,0.516,0.9,1.0 ,0.907,0.3,1.8 ,2.1 ,1.3 ,0.6,0.0,0.7,1.0,7.9
159,Monta Ellis           ,SG   ,27.0,MIL,82.0,82.0,37.5,7.3 ,17.5,0.416,1.1,4.0,0.287,6.1,13.5,0.454,0.448,3.5,4.6 ,0.773,0.5,3.3 ,3.9 ,6.0 ,2.1,0.4,3.1,2.0,19.2
160,Kim English           ,SG   ,24.0,DET,41.0,0.0 ,9.9 ,1.0 ,2.7 ,0.375,0.3,1.2,0.28 ,0.7,1.5 ,0.452,0.438,0.5,0.7 ,0.724,0.2,0.7 ,0.9 ,0.6 ,0.4,0.1,0.5,1.1,2.9
161,Jeremy Evans          ,PF   ,25.0,UTA,37.0,0.0 ,5.8 ,0.7 ,1.2 ,0.614,0.0,0.0,0.0  ,0.7,1.2 ,0.628,0.614,0.6,0.9 ,0.636,0.7,0.9 ,1.6 ,0.3 ,0.2,0.4,0.2,0.8,2.0
163,Tyreke Evans          ,SG   ,23.0,SAC,65.0,61.0,31.0,5.6 ,11.8,0.478,0.7,2.0,0.338,4.9,9.7 ,0.508,0.508,3.2,4.2 ,0.775,0.9,3.6 ,4.4 ,3.5 ,1.4,0.4,2.0,2.0,15.2
166,Derrick Favors        ,PF   ,21.0,UTA,77.0,8.0 ,23.2,3.6 ,7.4 ,0.482,0.0,0.1,0.0  ,3.6,7.3 ,0.487,0.482,2.3,3.4 ,0.688,2.4,4.7 ,7.1 ,1.0 ,0.9,1.7,1.7,3.2,9.4
167,Raymond Felton        ,PG   ,28.0,NYK,68.0,68.0,34.0,5.5 ,13.0,0.427,1.4,3.8,0.36 ,4.2,9.2 ,0.455,0.48 ,1.5,1.9 ,0.789,0.8,2.1 ,2.9 ,5.5 ,1.4,0.2,2.3,1.9,13.9
168,Landry Fields         ,SF   ,24.0,TOR,51.0,22.0,20.3,2.0 ,4.4 ,0.457,0.0,0.3,0.143,2.0,4.1 ,0.478,0.462,0.7,1.0 ,0.642,1.2,2.9 ,4.1 ,1.2 ,0.6,0.2,0.8,1.2,4.7
169,Derek Fisher          ,SG-PG,38.0,TOT,33.0,9.0 ,17.4,1.7 ,4.9 ,0.342,0.9,2.4,0.375,0.8,2.5 ,0.309,0.435,1.1,1.2 ,0.921,0.1,1.1 ,1.1 ,1.4 ,0.6,0.1,0.9,1.7,5.3
172,Evan Fournier         ,SG   ,20.0,DEN,38.0,4.0 ,11.3,2.0 ,4.0 ,0.493,0.6,1.4,0.407,1.4,2.6 ,0.541,0.566,0.8,1.0 ,0.769,0.2,0.8 ,0.9 ,1.2 ,0.5,0.0,0.8,1.7,5.3
173,Randy Foye            ,SG   ,29.0,UTA,82.0,72.0,27.4,3.6 ,9.0 ,0.397,2.2,5.3,0.41 ,1.4,3.7 ,0.378,0.518,1.4,1.8 ,0.819,0.2,1.3 ,1.5 ,2.0 ,0.8,0.3,1.1,2.3,10.8
174,Jimmer Fredette       ,SG   ,23.0,SAC,69.0,0.0 ,14.0,2.5 ,5.9 ,0.421,0.9,2.3,0.417,1.6,3.7 ,0.423,0.5  ,1.2,1.4 ,0.859,0.3,0.8 ,1.0 ,1.3 ,0.4,0.0,1.0,0.9,7.2
175,Enes Freedom          ,C    ,20.0,UTA,70.0,2.0 ,15.4,2.9 ,5.4 ,0.544,0.0,0.0,1.0  ,2.9,5.4 ,0.542,0.545,1.3,1.7 ,0.795,1.9,2.4 ,4.3 ,0.4 ,0.4,0.5,1.4,1.7,7.2
177,Danilo Gallinari      ,SF   ,24.0,DEN,71.0,71.0,32.5,5.1 ,12.3,0.418,1.9,5.1,0.373,3.2,7.2 ,0.45 ,0.495,4.0,4.9 ,0.822,0.9,4.3 ,5.2 ,2.5 ,0.9,0.5,1.6,1.8,16.2
178,Francisco García      ,SG-SF,31.0,TOT,58.0,20.0,17.7,2.0 ,5.2 ,0.393,1.2,3.1,0.374,0.9,2.1 ,0.421,0.505,0.3,0.4 ,0.857,0.1,1.4 ,1.6 ,1.1 ,0.8,0.7,0.6,1.5,5.5
182,Kevin Garnett*        ,C    ,36.0,BOS,68.0,68.0,29.7,6.2 ,12.5,0.496,0.0,0.2,0.125,6.2,12.3,0.504,0.498,2.3,3.0 ,0.786,1.1,6.7 ,7.8 ,2.3 ,1.1,0.9,1.6,2.3,14.8
183,Diante Garrett        ,PG   ,24.0,PHO,19.0,0.0 ,7.8 ,0.8 ,2.6 ,0.327,0.2,0.8,0.2  ,0.7,1.8 ,0.382,0.357,0.3,0.5 ,0.5  ,0.3,0.5 ,0.8 ,1.6 ,0.5,0.0,0.8,0.3,2.1
184,Marc Gasol            ,C    ,28.0,MEM,80.0,80.0,35.0,5.4 ,10.9,0.494,0.0,0.2,0.071,5.4,10.7,0.501,0.494,3.4,4.0 ,0.848,2.3,5.5 ,7.8 ,4.0 ,1.0,1.7,2.0,3.2,14.1
185,Pau Gasol             ,PF   ,32.0,LAL,49.0,42.0,33.8,5.5 ,11.8,0.466,0.2,0.6,0.286,5.3,11.2,0.475,0.473,2.6,3.6 ,0.702,2.3,6.3 ,8.6 ,4.1 ,0.5,1.2,2.1,1.9,13.7
186,Rudy Gay              ,SF   ,26.0,TOT,75.0,74.0,35.8,6.9 ,16.7,0.416,1.1,3.5,0.323,5.8,13.2,0.44 ,0.449,3.2,3.9 ,0.814,1.3,4.8 ,6.1 ,2.7 ,1.5,0.7,2.6,2.4,18.2
189,Alonzo Gee            ,SF   ,25.0,CLE,82.0,82.0,31.0,3.7 ,9.1 ,0.41 ,0.8,2.7,0.315,2.9,6.4 ,0.45 ,0.456,2.0,2.5 ,0.795,0.9,3.0 ,3.9 ,1.6 ,1.3,0.4,1.6,2.4,10.3
190,Mickaël Gelabale      ,SF   ,29.0,MIN,36.0,13.0,17.9,2.0 ,3.9 ,0.518,0.4,1.4,0.308,1.6,2.4 ,0.644,0.576,0.6,0.7 ,0.875,0.9,1.9 ,2.8 ,0.7 ,0.4,0.1,0.4,1.3,5.0
191,Paul George           ,SF   ,22.0,IND,79.0,79.0,37.6,6.2 ,14.9,0.419,2.2,5.9,0.362,4.1,8.9 ,0.457,0.491,2.8,3.5 ,0.807,1.1,6.5 ,7.6 ,4.1 ,1.8,0.6,2.9,2.9,17.4
192,Daniel Gibson         ,PG   ,26.0,CLE,46.0,3.0 ,20.0,1.8 ,5.4 ,0.34 ,1.2,3.5,0.344,0.6,1.8 ,0.333,0.453,0.6,0.8 ,0.703,0.1,1.2 ,1.3 ,1.8 ,0.7,0.1,0.7,1.9,5.4
193,Taj Gibson            ,PF   ,27.0,CHI,65.0,5.0 ,22.4,3.3 ,6.8 ,0.485,0.0,0.1,0.0  ,3.3,6.7 ,0.49 ,0.485,1.4,2.0 ,0.679,1.9,3.4 ,5.3 ,0.9 ,0.4,1.4,1.2,2.6,8.0
194,Manu Ginóbili         ,SG   ,35.0,SAS,60.0,0.0 ,23.2,3.8 ,9.0 ,0.425,1.4,3.9,0.353,2.4,5.1 ,0.48 ,0.502,2.7,3.4 ,0.796,0.5,2.9 ,3.4 ,4.6 ,1.3,0.2,2.2,1.9,11.8
195,Drew Gooden           ,C    ,31.0,MIL,16.0,0.0 ,9.4 ,1.3 ,3.8 ,0.328,0.1,0.3,0.2  ,1.2,3.5 ,0.339,0.336,0.7,1.0 ,0.688,0.8,1.1 ,1.9 ,0.4 ,0.3,0.4,0.6,1.3,3.3
196,Ben Gordon            ,SG   ,29.0,CHA,75.0,0.0 ,20.8,4.1 ,10.1,0.408,1.5,3.9,0.387,2.6,6.2 ,0.421,0.482,1.4,1.7 ,0.843,0.2,1.5 ,1.7 ,1.9 ,0.5,0.2,1.8,1.8,11.2
197,Eric Gordon           ,SG   ,24.0,NOH,42.0,40.0,30.1,5.6 ,13.9,0.402,1.3,4.1,0.324,4.3,9.8 ,0.436,0.45 ,4.5,5.3 ,0.842,0.2,1.6 ,1.8 ,3.3 ,1.1,0.2,2.8,1.8,17.0
198,Marcin Gortat         ,C    ,28.0,PHO,61.0,61.0,30.8,4.8 ,9.3 ,0.521,0.0,0.0,0.0  ,4.8,9.2 ,0.524,0.521,1.5,2.3 ,0.652,2.1,6.4 ,8.5 ,1.2 ,0.7,1.6,1.6,2.1,11.1
200,Danny Granger         ,SF   ,29.0,IND,5.0 ,0.0 ,14.8,2.0 ,7.0 ,0.286,0.4,2.0,0.2  ,1.6,5.0 ,0.32 ,0.314,1.0,1.6 ,0.625,0.6,1.2 ,1.8 ,0.6 ,0.4,0.2,0.8,1.2,5.4
202,Danny Green           ,SG   ,25.0,SAS,80.0,80.0,27.5,3.7 ,8.3 ,0.448,2.2,5.2,0.429,1.5,3.1 ,0.48 ,0.581,0.8,1.0 ,0.848,0.5,2.6 ,3.1 ,1.8 ,1.2,0.7,1.2,1.6,10.5
203,Draymond Green        ,SF   ,22.0,GSW,79.0,1.0 ,13.4,1.1 ,3.3 ,0.327,0.2,0.8,0.209,0.9,2.4 ,0.368,0.354,0.6,0.7 ,0.818,0.7,2.6 ,3.3 ,0.7 ,0.5,0.3,0.6,2.0,2.9
205,Gerald Green          ,SF   ,27.0,IND,60.0,7.0 ,18.0,2.6 ,7.1 ,0.366,1.0,3.1,0.314,1.6,3.9 ,0.407,0.435,0.9,1.1 ,0.8  ,0.5,1.8 ,2.4 ,0.8 ,0.3,0.4,0.9,1.1,7.0
206,Jeff Green            ,PF   ,26.0,BOS,81.0,17.0,27.8,4.6 ,10.0,0.467,0.9,2.2,0.385,3.8,7.7 ,0.49 ,0.51 ,2.6,3.3 ,0.808,0.7,3.2 ,3.9 ,1.6 ,0.7,0.8,1.6,2.2,12.8
207,Willie Green          ,SG   ,31.0,LAC,72.0,60.0,16.5,2.5 ,5.4 ,0.461,1.0,2.3,0.428,1.5,3.1 ,0.486,0.553,0.3,0.4 ,0.719,0.2,1.1 ,1.3 ,0.8 ,0.4,0.2,0.4,1.3,6.3
208,Blake Griffin         ,PF   ,23.0,LAC,80.0,80.0,32.5,7.2 ,13.4,0.538,0.1,0.4,0.179,7.2,13.1,0.548,0.541,3.5,5.3 ,0.66 ,2.3,6.0 ,8.3 ,3.7 ,1.2,0.6,2.3,2.9,18.0
212,Jordan Hamilton       ,SF   ,22.0,DEN,40.0,1.0 ,9.9 ,2.1 ,5.0 ,0.418,0.7,1.8,0.37 ,1.4,3.2 ,0.445,0.485,0.3,0.7 ,0.5  ,0.8,1.6 ,2.4 ,0.6 ,0.4,0.2,0.5,0.6,5.2
213,Richard Hamilton      ,SG   ,34.0,CHI,50.0,45.0,21.8,4.1 ,9.5 ,0.429,0.3,1.0,0.308,3.8,8.5 ,0.444,0.446,1.3,1.5 ,0.857,0.3,1.3 ,1.7 ,2.4 ,0.5,0.1,1.7,1.9,9.8
214,Ben Hansbrough        ,PG   ,25.0,IND,28.0,0.0 ,7.1 ,0.5 ,1.6 ,0.333,0.2,0.8,0.261,0.3,0.8 ,0.409,0.4  ,0.8,1.0 ,0.778,0.1,0.6 ,0.6 ,0.8 ,0.3,0.1,0.6,0.8,2.0
215,Tyler Hansbrough      ,PF   ,27.0,IND,81.0,8.0 ,16.9,2.2 ,5.0 ,0.432,0.0,0.0,0.0  ,2.2,5.0 ,0.436,0.432,2.7,3.7 ,0.72 ,2.0,2.6 ,4.6 ,0.4 ,0.4,0.2,1.0,1.9,7.0
216,James Harden          ,SG   ,23.0,HOU,78.0,78.0,38.3,7.5 ,17.1,0.438,2.3,6.2,0.368,5.2,10.9,0.477,0.504,8.6,10.2,0.851,0.8,4.1 ,4.9 ,5.8 ,1.8,0.5,3.8,2.3,25.9
217,Maurice Harkless      ,SF   ,19.0,ORL,76.0,59.0,26.0,3.4 ,7.4 ,0.461,0.4,1.5,0.274,3.0,5.9 ,0.51 ,0.489,1.0,1.7 ,0.57 ,1.6,2.8 ,4.4 ,0.7 ,1.2,0.8,0.9,1.9,8.2
218,Josh Harrellson       ,C    ,23.0,MIA,6.0 ,0.0 ,5.2 ,0.7 ,1.5 ,0.444,0.2,0.8,0.2  ,0.5,0.7 ,0.75 ,0.5  ,0.2,0.3 ,0.5  ,0.5,0.7 ,1.2 ,0.0 ,0.2,0.2,0.5,0.7,1.7
219,Al Harrington         ,C    ,32.0,ORL,10.0,0.0 ,11.9,2.0 ,5.7 ,0.351,0.8,3.0,0.267,1.2,2.7 ,0.444,0.421,0.3,0.4 ,0.75 ,0.6,2.1 ,2.7 ,1.0 ,0.4,0.1,0.7,1.8,5.1
220,Devin Harris          ,SG   ,29.0,ATL,58.0,34.0,24.5,3.3 ,7.6 ,0.438,1.3,4.0,0.335,2.0,3.7 ,0.549,0.525,1.9,2.7 ,0.727,0.1,1.9 ,2.0 ,3.4 ,1.1,0.2,1.5,1.8,9.9
221,Terrel Harris         ,SG   ,25.0,TOT,20.0,0.0 ,6.9 ,0.2 ,1.4 ,0.148,0.0,0.4,0.0  ,0.2,1.0 ,0.211,0.148,0.4,0.5 ,0.7  ,0.2,1.1 ,1.3 ,0.5 ,0.1,0.2,0.9,0.9,0.8
224,Tobias Harris         ,SF-PF,20.0,TOT,55.0,34.0,23.6,4.2 ,9.3 ,0.455,0.6,2.0,0.315,3.6,7.3 ,0.493,0.488,1.9,2.5 ,0.752,1.3,3.9 ,5.2 ,1.3 ,0.6,0.8,1.2,2.2,11.0
228,Spencer Hawes         ,C    ,24.0,PHI,82.0,40.0,27.2,4.6 ,9.9 ,0.464,0.4,1.1,0.356,4.2,8.8 ,0.477,0.483,1.5,1.9 ,0.777,2.1,5.1 ,7.2 ,2.2 ,0.3,1.4,1.6,2.8,11.0
229,Chuck Hayes           ,C    ,29.0,SAC,74.0,1.0 ,16.3,1.1 ,2.6 ,0.442,0.0,0.0,0.0  ,1.1,2.6 ,0.444,0.442,0.4,0.6 ,0.625,1.5,2.5 ,4.0 ,1.5 ,0.4,0.2,0.6,1.5,2.7
230,Gordon Hayward        ,SF   ,22.0,UTA,72.0,27.0,29.2,4.7 ,10.7,0.435,1.4,3.4,0.415,3.3,7.3 ,0.444,0.501,3.4,4.1 ,0.827,0.7,2.4 ,3.1 ,3.0 ,0.8,0.5,1.7,1.7,14.1
232,Lazar Hayward         ,SF   ,26.0,MIN,4.0 ,0.0 ,7.8 ,0.5 ,2.5 ,0.2  ,0.0,1.0,0.0  ,0.5,1.5 ,0.333,0.2  ,1.5,1.5 ,1.0  ,0.0,1.0 ,1.0 ,0.8 ,0.5,0.0,0.0,0.8,2.5
233,Brendan Haywood       ,C    ,33.0,CHA,61.0,17.0,19.0,1.5 ,3.5 ,0.431,0.0,0.0,0.0  ,1.5,3.5 ,0.433,0.431,0.5,1.1 ,0.455,2.0,2.7 ,4.8 ,0.5 ,0.3,0.8,0.8,2.0,3.5
234,Gerald Henderson      ,SG   ,25.0,CHA,68.0,58.0,31.4,5.6 ,12.6,0.447,0.5,1.5,0.33 ,5.1,11.1,0.462,0.466,3.8,4.6 ,0.824,0.8,2.9 ,3.7 ,2.6 ,1.0,0.5,1.6,2.2,15.5
235,Xavier Henry          ,SF   ,21.0,NOH,50.0,2.0 ,12.5,1.3 ,3.2 ,0.41 ,0.1,0.2,0.364,1.2,3.0 ,0.413,0.422,1.2,1.8 ,0.63 ,0.4,1.4 ,1.8 ,0.3 ,0.3,0.1,0.6,1.4,3.9
236,John Henson           ,PF   ,22.0,MIL,63.0,9.0 ,13.1,2.6 ,5.3 ,0.482,0.0,0.0,0.0  ,2.6,5.3 ,0.486,0.482,0.9,1.7 ,0.533,1.8,2.9 ,4.7 ,0.5 ,0.3,0.7,0.7,1.3,6.0
237,Roy Hibbert           ,C    ,26.0,IND,79.0,79.0,28.7,4.9 ,10.9,0.448,0.0,0.1,0.25 ,4.9,10.8,0.449,0.449,2.1,2.8 ,0.741,3.7,4.6 ,8.3 ,1.4 ,0.5,2.6,2.1,3.5,11.9
238,J.J. Hickson          ,C    ,24.0,POR,80.0,80.0,29.0,5.2 ,9.3 ,0.562,0.0,0.0,0.0  ,5.2,9.3 ,0.563,0.562,2.3,3.4 ,0.679,3.3,7.0 ,10.4,1.1 ,0.6,0.6,1.8,2.0,12.7
239,Cory Higgins          ,SG   ,23.0,CHA,6.0 ,0.0 ,5.3 ,1.0 ,3.2 ,0.316,0.2,0.8,0.2  ,0.8,2.3 ,0.357,0.342,0.2,0.3 ,0.5  ,0.2,0.3 ,0.5 ,0.8 ,0.5,0.0,0.0,0.8,2.3
240,Nenê                  ,PF   ,30.0,WAS,61.0,49.0,27.2,4.7 ,9.7 ,0.48 ,0.0,0.0,0.0  ,4.7,9.7 ,0.481,0.48 ,3.2,4.4 ,0.729,1.7,5.0 ,6.7 ,2.9 ,0.9,0.6,2.3,2.8,12.6
241,George Hill           ,PG   ,26.0,IND,76.0,76.0,34.5,5.1 ,11.5,0.443,1.7,4.6,0.368,3.4,6.8 ,0.494,0.518,2.3,2.8 ,0.817,0.6,3.1 ,3.7 ,4.7 ,1.1,0.3,1.5,1.8,14.2
242,Grant Hill*           ,SF   ,40.0,LAC,29.0,0.0 ,15.1,1.3 ,3.4 ,0.388,0.1,0.4,0.273,1.2,3.0 ,0.402,0.403,0.5,0.8 ,0.583,0.2,1.5 ,1.7 ,0.9 ,0.4,0.2,0.9,1.3,3.2
243,Jordan Hill           ,PF   ,25.0,LAL,29.0,1.0 ,15.8,2.7 ,5.3 ,0.497,0.0,0.1,0.0  ,2.7,5.3 ,0.503,0.497,1.4,2.1 ,0.656,2.8,2.9 ,5.7 ,0.4 ,0.3,0.7,0.9,1.9,6.7
244,Kirk Hinrich          ,PG   ,32.0,CHI,60.0,60.0,29.4,2.7 ,7.0 ,0.377,1.2,3.0,0.39 ,1.5,4.0 ,0.367,0.461,1.2,1.6 ,0.714,0.3,2.4 ,2.6 ,5.2 ,1.1,0.4,1.7,3.2,7.7
245,Jrue Holiday          ,PG   ,22.0,PHI,78.0,78.0,37.5,7.1 ,16.5,0.431,1.2,3.2,0.368,5.9,13.3,0.446,0.466,2.3,3.1 ,0.752,1.1,3.1 ,4.2 ,8.0 ,1.6,0.4,3.7,2.2,17.7
246,Justin Holiday        ,SG   ,23.0,PHI,9.0 ,0.0 ,15.8,1.8 ,5.3 ,0.333,0.4,1.8,0.25 ,1.3,3.6 ,0.375,0.375,0.7,0.9 ,0.75 ,0.0,1.6 ,1.6 ,1.7 ,0.3,0.7,1.0,0.8,4.7
248,Tyler Honeycutt       ,SF   ,22.0,SAC,9.0 ,0.0 ,3.6 ,0.3 ,1.2 ,0.273,0.0,0.2,0.0  ,0.3,1.0 ,0.333,0.273,0.2,0.2 ,1.0  ,0.3,0.8 ,1.1 ,0.2 ,0.0,0.1,0.6,0.2,0.9
249,Al Horford            ,C    ,26.0,ATL,74.0,74.0,37.2,7.8 ,14.3,0.543,0.0,0.1,0.5  ,7.7,14.2,0.544,0.545,1.8,2.8 ,0.644,2.6,7.6 ,10.2,3.2 ,1.1,1.1,2.0,2.2,17.4
250,Dwight Howard         ,C    ,27.0,LAL,76.0,76.0,35.8,6.2 ,10.7,0.578,0.0,0.1,0.167,6.2,10.6,0.581,0.579,4.7,9.5 ,0.492,3.3,9.1 ,12.4,1.4 ,1.1,2.4,3.0,3.8,17.1
251,Josh Howard           ,SF   ,32.0,MIN,11.0,4.0 ,18.8,2.8 ,7.0 ,0.403,0.5,1.5,0.313,2.4,5.5 ,0.426,0.435,0.6,1.1 ,0.583,0.8,2.5 ,3.3 ,0.4 ,0.9,0.3,0.9,1.6,6.7
254,Kris Humphries        ,PF   ,27.0,BRK,65.0,21.0,18.3,2.1 ,4.8 ,0.448,0.0,0.0,0.0  ,2.1,4.7 ,0.451,0.448,1.5,1.9 ,0.789,1.9,3.7 ,5.6 ,0.5 ,0.2,0.5,0.9,2.0,5.8
255,Serge Ibaka           ,PF   ,23.0,OKC,80.0,80.0,31.1,5.6 ,9.7 ,0.573,0.3,0.7,0.351,5.3,9.0 ,0.591,0.586,1.8,2.4 ,0.749,2.8,4.9 ,7.7 ,0.5 ,0.4,3.0,1.6,2.7,13.2
256,Andre Iguodala        ,SG   ,29.0,DEN,80.0,80.0,34.7,5.0 ,11.0,0.451,1.1,3.6,0.317,3.8,7.4 ,0.515,0.502,1.9,3.4 ,0.574,1.0,4.3 ,5.3 ,5.4 ,1.7,0.7,2.6,1.6,13.0
257,Ersan İlyasova        ,PF   ,25.0,MIL,73.0,54.0,27.6,5.1 ,11.0,0.462,1.3,2.9,0.444,3.8,8.1 ,0.469,0.521,1.7,2.2 ,0.796,2.1,5.0 ,7.1 ,1.6 ,0.9,0.5,1.0,2.5,13.2
258,Kyrie Irving          ,PG   ,20.0,CLE,59.0,59.0,34.7,8.2 ,18.1,0.452,1.8,4.7,0.391,6.4,13.4,0.474,0.503,4.2,4.9 ,0.855,0.6,3.1 ,3.7 ,5.9 ,1.5,0.4,3.2,2.5,22.5
259,Royal Ivey            ,SG   ,31.0,PHI,53.0,5.0 ,13.2,1.2 ,2.7 ,0.431,0.7,1.7,0.42 ,0.5,1.1 ,0.446,0.559,0.2,0.3 ,0.563,0.3,0.8 ,1.1 ,0.6 ,0.4,0.1,0.4,1.4,3.2
260,Jarrett Jack          ,SG   ,29.0,GSW,79.0,4.0 ,29.7,4.9 ,10.8,0.452,1.0,2.6,0.404,3.9,8.3 ,0.466,0.499,2.1,2.5 ,0.843,0.3,2.8 ,3.1 ,5.6 ,0.8,0.1,2.0,1.7,12.9
261,Reggie Jackson        ,PG   ,22.0,OKC,70.0,0.0 ,14.2,2.1 ,4.6 ,0.458,0.3,1.5,0.231,1.8,3.2 ,0.566,0.495,0.7,0.9 ,0.839,0.3,2.1 ,2.4 ,1.7 ,0.4,0.2,0.8,1.2,5.3
262,Stephen Jackson       ,SF   ,34.0,SAS,55.0,6.0 ,19.5,2.2 ,6.0 ,0.373,0.8,3.1,0.271,1.4,2.9 ,0.481,0.442,0.9,1.3 ,0.7  ,0.4,2.4 ,2.8 ,1.5 ,0.7,0.3,1.4,1.6,6.2
263,Bernard James         ,C    ,27.0,DAL,46.0,11.0,9.9 ,1.2 ,2.2 ,0.515,0.0,0.0,0.0  ,1.2,2.2 ,0.525,0.515,0.5,0.9 ,0.61 ,1.1,1.7 ,2.8 ,0.1 ,0.3,0.8,0.4,1.4,2.8
265,LeBron James          ,PF   ,28.0,MIA,76.0,76.0,37.9,10.1,17.8,0.565,1.4,3.3,0.406,8.7,14.5,0.602,0.603,5.3,7.0 ,0.753,1.3,6.8 ,8.0 ,7.3 ,1.7,0.9,3.0,1.4,26.8
266,Mike James            ,PG   ,37.0,DAL,45.0,23.0,19.2,2.2 ,6.0 ,0.373,1.1,2.8,0.384,1.2,3.2 ,0.363,0.461,0.5,0.6 ,0.793,0.2,1.4 ,1.6 ,3.1 ,0.6,0.1,1.2,2.1,6.1
267,Antawn Jamison        ,PF   ,36.0,LAL,76.0,6.0 ,21.5,3.5 ,7.6 ,0.464,1.1,3.1,0.361,2.4,4.5 ,0.535,0.537,1.2,1.8 ,0.691,1.4,3.3 ,4.8 ,0.7 ,0.4,0.3,0.7,1.6,9.4
268,Al Jefferson          ,C    ,28.0,UTA,78.0,78.0,33.1,7.8 ,15.8,0.494,0.0,0.2,0.118,7.8,15.6,0.5  ,0.495,2.1,2.8 ,0.77 ,2.0,7.2 ,9.2 ,2.1 ,1.0,1.1,1.3,2.2,17.8
269,Richard Jefferson     ,SF   ,32.0,GSW,56.0,1.0 ,10.1,1.1 ,2.4 ,0.456,0.3,0.8,0.311,0.9,1.6 ,0.527,0.507,0.7,0.9 ,0.717,0.1,1.4 ,1.5 ,0.6 ,0.3,0.1,0.4,0.8,3.1
270,Jared Jeffries        ,PF   ,31.0,POR,38.0,0.0 ,9.2 ,0.4 ,1.4 ,0.296,0.0,0.1,0.0  ,0.4,1.4 ,0.308,0.296,0.3,0.6 ,0.522,0.7,0.9 ,1.6 ,0.4 ,0.2,0.2,0.4,1.5,1.2
271,Charles Jenkins       ,SG-PG,23.0,TOT,59.0,1.0 ,7.5 ,0.8 ,2.1 ,0.405,0.0,0.0,0.5  ,0.8,2.0 ,0.403,0.409,0.2,0.4 ,0.545,0.1,0.4 ,0.5 ,0.7 ,0.3,0.0,0.4,0.4,1.9
274,John Jenkins          ,SG   ,21.0,ATL,61.0,2.0 ,14.8,2.1 ,4.8 ,0.446,0.9,2.3,0.384,1.3,2.6 ,0.5  ,0.536,1.0,1.1 ,0.843,0.3,1.3 ,1.5 ,0.9 ,0.2,0.2,0.7,0.6,6.1
276,Brandon Jennings      ,PG   ,23.0,MIL,80.0,80.0,36.2,6.2 ,15.6,0.399,2.2,5.8,0.375,4.1,9.8 ,0.412,0.468,2.9,3.5 ,0.819,0.7,2.3 ,3.1 ,6.5 ,1.6,0.1,2.5,1.9,17.5
277,Jonas Jerebko         ,PF   ,25.0,DET,49.0,2.0 ,18.2,2.9 ,6.4 ,0.449,0.5,1.7,0.301,2.4,4.8 ,0.502,0.489,1.4,1.8 ,0.773,1.4,2.4 ,3.8 ,0.9 ,0.8,0.2,0.9,1.8,7.7
